study,variable_id,wave,level,variable_type,question_type,survey,repeated_question,question_text_en,question_text_en_male,question_text_es,question_text_es_male,notes,source_file
rct,i3100e,2,respondent,survey,multi,all,true,For which of the following should you seek immediate medical care for a child with a cough?,,¿Para cual de los siguientes problemas se debe buscar atención médica inmediata si un niño está enfermo con tos?,,,honduras_WAVE2_codebook_v3.xlsx
rct,i3100e,3,respondent,survey,multi,all,true,For which of the following should you seek immediate medical care for a child with a cough?,,¿Para cual de los siguientes problemas se debe buscar atención médica inmediata si un niño está enfermo con tos?,,,honduras_WAVE3_codebook_v3.xlsx
rct,i3100f,1,respondent,survey,multi,w1 baseline,true,For which of the following should you seek immediate medical care for a child with a cough?,,¿Para cual de los siguientes problemas se debe buscar atención médica inmediata si un niño está enfermo con tos?,,,honduras_WAVE1_codebook_v8.xlsx
rct,i3100f,2,respondent,survey,multi,all,true,For which of the following should you seek immediate medical care for a child with a cough?,,¿Para cual de los siguientes problemas se debe buscar atención médica inmediata si un niño está enfermo con tos?,,,honduras_WAVE2_codebook_v3.xlsx
rct,i3100f,3,respondent,survey,multi,all,true,For which of the following should you seek immediate medical care for a child with a cough?,,¿Para cual de los siguientes problemas se debe buscar atención médica inmediata si un niño está enfermo con tos?,,,honduras_WAVE3_codebook_v3.xlsx
rct,i3200,1,respondent,survey,single,w1 baseline,true,"In your opinion, should fathers attend pregnancy check-ups with their pregnant wives/companions?",,"En su opinión, ¿deberían los padres asistir a los controles prenatales con sus esposas/parejas embarazadas?",,,honduras_WAVE1_codebook_v8.xlsx
rct,i3200,2,respondent,survey,single,all,true,"In your opinion, should fathers attend pregnancy check-ups with their pregnant wives/companions?",,"En su opinión, ¿deberían los padres asistir a los controles prenatales con sus esposas/parejas embarazadas?",,,honduras_WAVE2_codebook_v3.xlsx
rct,i3200,3,respondent,survey,single,all,true,"In your opinion, should fathers attend pregnancy check-ups with their pregnant wives/companions?",,"En su opinión, ¿deberían los padres asistir a los controles prenatales con sus esposas/parejas embarazadas?",,,honduras_WAVE3_codebook_v3.xlsx
rct,i3200,4,respondent,survey,single,all,true,"In your opinion, should fathers attend pregnancy check-ups with their pregnant wives/companions?",,"En su opinión, ¿deberían los padres asistir a los controles prenatales con sus esposas/parejas embarazadas?",,,honduras_WAVE4_codebook_v1.xlsx
rct,i3300,1,respondent,survey,single,w1 baseline,true,"In your opinion, should fathers wait around the place of the birth while the woman is in labor and giving birth to their child?",,"En su opinión, ¿deberían los padres quedarse a esperar en el lugar del parto mientras su esposa/pareja da a luz a su hijo/hija?",,,honduras_WAVE1_codebook_v8.xlsx
rct,i3300,2,respondent,survey,single,all,true,"In your opinion, should fathers wait around the place of the birth while the woman is in labor and giving birth to their child?",,"En su opinión, ¿deberían los padres quedarse a esperar en el lugar del parto mientras su esposa/pareja da a luz a su hijo/hija?",,,honduras_WAVE2_codebook_v3.xlsx
rct,i3300,3,respondent,survey,single,all,true,"In your opinion, should fathers wait around the place of the birth while the woman is in labor and giving birth to their child?",,"En su opinión, ¿deberían los padres quedarse a esperar en el lugar del parto mientras su esposa/pareja da a luz a su hijo/hija?",,,honduras_WAVE3_codebook_v3.xlsx
rct,i3300,4,respondent,survey,single,all,true,"In your opinion, should fathers wait around the place of the birth while the woman is in labor and giving birth to their child?",,"En su opinión, ¿deberían los padres quedarse a esperar en el lugar del parto mientras su esposa/pareja da a luz a su hijo/hija?",,,honduras_WAVE4_codebook_v1.xlsx
rct,i3400,1,respondent,survey,single,w1 baseline,true,"In your opinion, should fathers help care for his sick children?",,"En su opinión, ¿deberían los padres ayudar con el cuidado de sus hijos enfermos?",,,honduras_WAVE1_codebook_v8.xlsx
rct,i3400,2,respondent,survey,single,all,true,"In your opinion, should fathers help care for his sick children?",,"En su opinión, ¿deberían los padres ayudar con el cuidado de sus hijos enfermos?",,,honduras_WAVE2_codebook_v3.xlsx
rct,i3400,3,respondent,survey,single,all,true,"In your opinion, should fathers help care for his sick children?",,"En su opinión, ¿deberían los padres ayudar con el cuidado de sus hijos enfermos?",,,honduras_WAVE3_codebook_v3.xlsx
rct,i3400,4,respondent,survey,single,all,true,"In your opinion, should fathers help care for his sick children?",,"En su opinión, ¿deberían los padres ayudar con el cuidado de sus hijos enfermos?",,,honduras_WAVE4_codebook_v1.xlsx
rct,i3500,2,respondent,survey,single,all,false,How much do you think having anemia can affect an adult’s daily life activities?,,¿Que tanto piensa usted que la anemia puede afectar las actividades diarias de una persona adulta?,,,honduras_WAVE2_codebook_v3.xlsx
rct,i3600,2,respondent,survey,single,all,false,How much do you think having anemia can affect a child’s daily life activities?,,¿Que tanto piensa usted que la anemia puede afectar las actividades diarias de un nino?,,,honduras_WAVE2_codebook_v3.xlsx
rct,i3700a,2,respondent,survey,multi,all,false,What do you think are the main symptoms experienced by someone with anemia? Do not read responses.,,¿Cuáles son los sintomas de la anemia? NO LEA LAS RESPUESTAS,,,honduras_WAVE2_codebook_v3.xlsx
rct,i3700b,2,respondent,survey,multi,all,false,What do you think are the main symptoms experienced by someone with anemia? Do not read responses.,,¿Cuáles son los sintomas de la anemia? NO LEA LAS RESPUESTAS,,,honduras_WAVE2_codebook_v3.xlsx
rct,i3700c,2,respondent,survey,multi,all,false,What do you think are the main symptoms experienced by someone with anemia? Do not read responses.,,¿Cuáles son los sintomas de la anemia? NO LEA LAS RESPUESTAS,,,honduras_WAVE2_codebook_v3.xlsx
rct,i3700d,2,respondent,survey,multi,all,false,What do you think are the main symptoms experienced by someone with anemia? Do not read responses.,,¿Cuáles son los sintomas de la anemia? NO LEA LAS RESPUESTAS,,,honduras_WAVE2_codebook_v3.xlsx
rct,i3700e,2,respondent,survey,multi,all,false,What do you think are the main symptoms experienced by someone with anemia? Do not read responses.,,¿Cuáles son los sintomas de la anemia? NO LEA LAS RESPUESTAS,,,honduras_WAVE2_codebook_v3.xlsx
rct,i3700f,2,respondent,survey,multi,all,false,What do you think are the main symptoms experienced by someone with anemia? Do not read responses.,,¿Cuáles son los sintomas de la anemia? NO LEA LAS RESPUESTAS,,,honduras_WAVE2_codebook_v3.xlsx
rct,i3700g,2,respondent,survey,multi,all,false,What do you think are the main symptoms experienced by someone with anemia? Do not read responses.,,¿Cuáles son los sintomas de la anemia? NO LEA LAS RESPUESTAS,,,honduras_WAVE2_codebook_v3.xlsx
rct,i3800d,2,respondent,survey,multi,all,false,What do you think can cause anemia? Do not read responses.,,¿Cuáles cree usted que son las causas de la anemia?  NO LEA LAS RESPUESTAS,,,honduras_WAVE2_codebook_v3.xlsx
rct,i3800e,2,respondent,survey,multi,all,false,What do you think can cause anemia? Do not read responses.,,¿Cuáles cree usted que son las causas de la anemia?  NO LEA LAS RESPUESTAS,,,honduras_WAVE2_codebook_v3.xlsx
rct,i3800f,2,respondent,survey,multi,all,false,What do you think can cause anemia? Do not read responses.,,¿Cuáles cree usted que son las causas de la anemia?  NO LEA LAS RESPUESTAS,,,honduras_WAVE2_codebook_v3.xlsx
rct,i3800g,2,respondent,survey,multi,all,false,What do you think can cause anemia? Do not read responses.,,¿Cuáles cree usted que son las causas de la anemia?  NO LEA LAS RESPUESTAS,,,honduras_WAVE2_codebook_v3.xlsx
rct,i3800h,2,respondent,survey,multi,all,false,What do you think can cause anemia? Do not read responses.,,¿Cuáles cree usted que son las causas de la anemia?  NO LEA LAS RESPUESTAS,,,honduras_WAVE2_codebook_v3.xlsx
rct,i3900a,2,respondent,survey,multi,all,false,"What should be done or taken to prevent or treat anemia, in children or adults? Do not read responses",,"¿Que se debe hacer para prevenir o tratar la anemia, ya sea en un nino o un adulto? NO LEA LAS RESPUESTAS",,,honduras_WAVE2_codebook_v3.xlsx
rct,i3900b,2,respondent,survey,single,all,false,"What should be done or taken to prevent or treat anemia, in children or adults? Do not read responses",,"¿Que se debe hacer para prevenir o tratar la anemia, ya sea en un nino o un adulto? NO LEA LAS RESPUESTAS",,,honduras_WAVE2_codebook_v3.xlsx
rct,i3900c,2,respondent,survey,multi,all,false,"What should be done or taken to prevent or treat anemia, in children or adults? Do not read responses",,"¿Que se debe hacer para prevenir o tratar la anemia, ya sea en un nino o un adulto? NO LEA LAS RESPUESTAS",,,honduras_WAVE2_codebook_v3.xlsx
rct,i3900d,2,respondent,survey,multi,all,false,"What should be done or taken to prevent or treat anemia, in children or adults? Do not read responses",,"¿Que se debe hacer para prevenir o tratar la anemia, ya sea en un nino o un adulto? NO LEA LAS RESPUESTAS",,,honduras_WAVE2_codebook_v3.xlsx
rct,i3900e,2,respondent,survey,multi,all,false,"What should be done or taken to prevent or treat anemia, in children or adults? Do not read responses",,"¿Que se debe hacer para prevenir o tratar la anemia, ya sea en un nino o un adulto? NO LEA LAS RESPUESTAS",,,honduras_WAVE2_codebook_v3.xlsx
rct,i3900f,2,respondent,survey,multi,all,false,"What should be done or taken to prevent or treat anemia, in children or adults? Do not read responses",,"¿Que se debe hacer para prevenir o tratar la anemia, ya sea en un nino o un adulto? NO LEA LAS RESPUESTAS",,,honduras_WAVE2_codebook_v3.xlsx
rct,i3900g,2,respondent,survey,multi,all,false,"What should be done or taken to prevent or treat anemia, in children or adults? Do not read responses",,"¿Que se debe hacer para prevenir o tratar la anemia, ya sea en un nino o un adulto? NO LEA LAS RESPUESTAS",,,honduras_WAVE2_codebook_v3.xlsx
rct,i3900h,2,respondent,survey,multi,all,false,"What should be done or taken to prevent or treat anemia, in children or adults? Do not read responses",,"¿Que se debe hacer para prevenir o tratar la anemia, ya sea en un nino o un adulto? NO LEA LAS RESPUESTAS",,,honduras_WAVE2_codebook_v3.xlsx
rct,i3900i,2,respondent,survey,multi,all,false,"What should be done or taken to prevent or treat anemia, in children or adults? Do not read responses",,"¿Que se debe hacer para prevenir o tratar la anemia, ya sea en un nino o un adulto? NO LEA LAS RESPUESTAS",,,honduras_WAVE2_codebook_v3.xlsx
rct,i4100,2,respondent,survey,single,all,false,"If you had anemia, would you feel embarrassed or ashamed?",,"¿Si usted estuviera padeciendo de anemia, se sentiria apenado(a) o avergonzado(a)?",,,honduras_WAVE2_codebook_v3.xlsx
rct,i4200,2,respondent,survey,single,all,false,"If an adult in this community were to experience anemia would people in this community see it as good, bad, or neither?",,"Si un adulto en la comunidad le dijera a otras personas que esta padeciendo de anemia, ¿cree que la gente lo miraría bien, lo miraría mal, o ni bien ni mal?",,,honduras_WAVE2_codebook_v3.xlsx
rct,i4300,2,respondent,survey,single,all,false,"If a child in this community were experiencing anemia, would people see if as good, bad or neither?",,"Si un niño en la comunidad estuviera padeciendo de anemia, ¿cree que la gente lo miraría bien, lo miraría mal, o ni bien ni mal?",,,honduras_WAVE2_codebook_v3.xlsx
rct,i4400,2,respondent,survey,single,all,false,"If there was salt that is fortified with iron available to buy but it cost 5 Lempiras a pound, 1 Lempira more than regular salt, would you buy it?",,"Si hubiera sal fortificada con hierro disponible para comprar pero esta costara 5 lempiras la libra, 1 lempira más que la sal normal, usted la compraría?",,,honduras_WAVE2_codebook_v3.xlsx
rct,i8888,1,respondent,intro,intro,w1 baseline,true,"In this section, we are going to ask you your own opinion regarding some of the topics we discussed. Remember, all your answers are confidential.",,En esta sección le vamos a preguntar su propia opinión sobre algunos de los temas de los cuales hemos hablado. Recuerde que todas sus respuestas son confidenciales.,,level defaulted to respondent (not in any varnames sheet),honduras_WAVE1_codebook_v8.xlsx
rct,i8888,2,respondent,intro,intro,all,true,"In this section, we are going to ask you your own opinion regarding some of the topics we discussed. Remember, all your answers are confidential.",,En esta sección le vamos a preguntar su propia opinión sobre algunos de los temas de los cuales hemos hablado. Recuerde que todas sus respuestas son confidenciales.,,level defaulted to respondent (not in any varnames sheet),honduras_WAVE2_codebook_v3.xlsx
rct,i8888,3,respondent,intro,intro,all,true,"In this section, we are going to ask you your own opinion regarding some of the topics we discussed. Remember, all your answers are confidential.",,En esta sección le vamos a preguntar su propia opinión sobre algunos de los temas de los cuales hemos hablado. Recuerde que todas sus respuestas son confidenciales.,,level defaulted to respondent (not in any varnames sheet),honduras_WAVE3_codebook_v3.xlsx
rct,i8888,4,respondent,intro,intro,all,true,"In this section, we are going to ask you your own opinion regarding some of the topics we discussed. Remember, all your answers are confidential.",,En esta sección le vamos a preguntar su propia opinión sobre algunos de los temas de los cuales hemos hablado. Recuerde que todas sus respuestas son confidenciales.,,level defaulted to respondent (not in any varnames sheet),honduras_WAVE4_codebook_v1.xlsx
rct,j0100,1,respondent,survey,single,w1 baseline,true,"If a girl younger than 18 joins with a partner, will people in the community think this is good, bad or neither?",,"¿Si una muchacha menor de 18 años se une con una pareja, cree que la gente en esta comunidad lo miraría bien, mal o ni bien ni mal?",,,honduras_WAVE1_codebook_v8.xlsx
rct,j0100,2,respondent,survey,single,w2 baseline,true,"If a girl younger than 18 joins with a partner, will people in the community think this is good, bad or neither?",,"¿Si una muchacha menor de 18 años se une con una pareja, cree que la gente en esta comunidad lo miraría bien, mal o ni bien ni mal?",,,honduras_WAVE2_codebook_v3.xlsx
rct,j0100,3,respondent,survey,single,all,true,"If a girl younger than 18 joins with a partner, will people in the community think this is good, bad or neither?",,"¿Si una muchacha menor de 18 años se une con una pareja, cree que la gente en esta comunidad lo miraría bien, mal o ni bien ni mal?",,,honduras_WAVE3_codebook_v3.xlsx
