header,question_type,question_english,question_spanish,option_code,option_english,option_spanish,question_order
mb_m0300,multiple_choice,PLEASE SHOW THE BRISTOL SCALE SHEET TO THE PARTICIPANT AND ASK HIM/HER TO IDENTIFY WHICH TYPE MOST CLOSELY RESEMBLES THE CONSISTENCY OF THE SAMPLE THEY PRODUCED.,"¿Podría decirnos cuál de estas imágenes refleja la consistencia de su muestra? 

MUESTRE AL PARTICIPANTE LA HOJA DE LA ESCALA DE BRISTOL Y PIDALE QUE SEÑALE EL TIPO MÁS SIMILAR A LA MUESTRA QUE PRODUJERON",e,TYPE 5 (Soft blobs with clear cut edges),TIPO 5 (Heces blandas y a trozos separadas o con bordes definidos),171
mb_m0300,multiple_choice,PLEASE SHOW THE BRISTOL SCALE SHEET TO THE PARTICIPANT AND ASK HIM/HER TO IDENTIFY WHICH TYPE MOST CLOSELY RESEMBLES THE CONSISTENCY OF THE SAMPLE THEY PRODUCED.,"¿Podría decirnos cuál de estas imágenes refleja la consistencia de su muestra? 

MUESTRE AL PARTICIPANTE LA HOJA DE LA ESCALA DE BRISTOL Y PIDALE QUE SEÑALE EL TIPO MÁS SIMILAR A LA MUESTRA QUE PRODUJERON",f,"TYPE 6 (Fluffy pieces with ragged edges, a mushy stool)",TIPO 6 (Heces blandas y a trozos separadas o con border pegadas como mermelada o puré),171
mb_m0300,multiple_choice,PLEASE SHOW THE BRISTOL SCALE SHEET TO THE PARTICIPANT AND ASK HIM/HER TO IDENTIFY WHICH TYPE MOST CLOSELY RESEMBLES THE CONSISTENCY OF THE SAMPLE THEY PRODUCED.,"¿Podría decirnos cuál de estas imágenes refleja la consistencia de su muestra? 

MUESTRE AL PARTICIPANTE LA HOJA DE LA ESCALA DE BRISTOL Y PIDALE QUE SEÑALE EL TIPO MÁS SIMILAR A LA MUESTRA QUE PRODUJERON",g,"TYPE 7 (Watery, no solid pieces)",TIPO 7 (Heces líquidas sin trozos sólidos),171
mb_m0400,multiple_choice,WHO DELIVERED THE RESPONDENT'S SAMPLE?,¿QUIEN ENTREGO LAS MUESTRAS DEL PARTICIPANTE?,1,Participant,El/la participante,172
mb_m0400,multiple_choice,WHO DELIVERED THE RESPONDENT'S SAMPLE?,¿QUIEN ENTREGO LAS MUESTRAS DEL PARTICIPANTE?,2,Someone else,Alguien mas,172
mb_m0500,multiple_choice,WHO RECEIVED THE STOOL SAMPLES?,¿QUIEN RECIBIO LAS MUESTRAS DE HECES?,a,Research assistant,Asistente de estudio,173
mb_m0500,multiple_choice,WHO RECEIVED THE STOOL SAMPLES?,¿QUIEN RECIBIO LAS MUESTRAS DE HECES?,b,Community liason,Enlace comunitario,173
mb_m05,text,PLACE THE BARCODE STICKER 05 ON ONE OF THE TUBES WITH A BLUE CAP AND SCAN IT.,COLOQUE EL ESTICKER DEL CÓDIGO DE BARRAS NÚMERO 05 EN UNO DE LOS TUBOS AZULES Y ESCANÉELO.,NA,NA,NA,174
mb_m06,text,PLACE THE BARCODE STICKER 06 ON ONE OF THE TUBES WITH A BLUE CAP AND SCAN IT.,COLOQUE EL ESTICKER DEL CÓDIGO DE BARRAS NÚMERO 06 EN UNO DE LOS TUBOS AZULES Y ESCANÉELO.,NA,NA,NA,175
mb_m07,text,PLACE THE BARCODE STICKER 07 ON ONE OF THE TUBES WITH A BLUE CAP AND SCAN IT.,"COLOQUE EL ESTICKER DEL CÓDIGO DE BARRAS NÚMERO 07 EN EL VASITO ROJO Y ESCANÉELO, LA CUAL SE LLEVARÁ AL LABORATORIO LOCAL PARA ANALISIS DE PARÁSITOS.",NA,NA,NA,176
mb_me001,multiple_choice,WERE SAMPLES RETURNED WITHIN 1 HOUR?,¿SE ENTREGARON LAS MUESTRAS DENTRO DE 1 HORA DE HABERSE PRODUCIDO?,1,Yes,Sí,177
mb_me001,multiple_choice,WERE SAMPLES RETURNED WITHIN 1 HOUR?,¿SE ENTREGARON LAS MUESTRAS DENTRO DE 1 HORA DE HABERSE PRODUCIDO?,2,No,No,177
mb_me002,multiple_choice,DID THE PARTICIPANT USE THE ICE PACKS?,¿EL PARTICIPANTE UTILIZÓ LOS PAQUETES FRÍOS?,1,Yes,Sí,178
mb_me002,multiple_choice,DID THE PARTICIPANT USE THE ICE PACKS?,¿EL PARTICIPANTE UTILIZÓ LOS PAQUETES FRÍOS?,2,No,No,178
mb_me003,multiple_choice,"WERE ALL THREE (3) SAMPLES RECEIVED IN GOOD CONDITION (i.e samples were capped properly, samples were not over the max amount)?","¿SE RECIBIERON LAS TRES (3) MUESTRAS DE HECES EN BUEN ESTADO (ej. la tapa estaba bien puesta, la cantidad no sobrepasa el nivel maximo)?",1,Yes,Sí,179
mb_me003,multiple_choice,"WERE ALL THREE (3) SAMPLES RECEIVED IN GOOD CONDITION (i.e samples were capped properly, samples were not over the max amount)?","¿SE RECIBIERON LAS TRES (3) MUESTRAS DE HECES EN BUEN ESTADO (ej. la tapa estaba bien puesta, la cantidad no sobrepasa el nivel maximo)?",2,No,No,179
mb_me004,text_area,"IF YOU WISH TO ADD ANY COMMENTS REGARDING THE STOOL SAMPLES, PLEASE DO SO HERE.","SI DESEA EXPLICAR ALGO MAS SOBRE LAS MUESTRAS DE HECES PARA ESTE PARTICIPANTE, PUEDE HACERLO AQUÍ.",NA,NA,NA,180
