variable_name,repeated_question,question_type,survey,question_english_women,question_english_men,option_code,option_english_women,option_english_men
k0200c,0,multiple_select,"w1 baseline, all",On what health topics have you recieved counseling (DO NOT READ RESPONSES),SAME,c,Danger signs during pregnancy,SAME
k0200d,0,multiple_select,"w1 baseline, all",On what health topics have you recieved counseling (DO NOT READ RESPONSES),SAME,d,Danger signs for newborns,SAME
k0200e,0,multiple_select,"w1 baseline, all",On what health topics have you recieved counseling (DO NOT READ RESPONSES),SAME,e,The importance of immediate breastfeeding after birth,SAME
k0200f,0,multiple_select,"w1 baseline, all",On what health topics have you recieved counseling (DO NOT READ RESPONSES),SAME,f,The importance of exclusive breastfeeding for infants under 6 months,SAME
k0200g,0,multiple_select,"w1 baseline, all",On what health topics have you recieved counseling (DO NOT READ RESPONSES),SAME,g,Hygenic care of the umbilical cord,SAME
k0200h,0,multiple_select,"w1 baseline, all",On what health topics have you recieved counseling (DO NOT READ RESPONSES),SAME,h,The importance of proper thermal care for newborn infants,SAME
k0200i,0,multiple_select,"w1 baseline, all",On what health topics have you recieved counseling (DO NOT READ RESPONSES),SAME,i,The proper treatment of diarrhea in children,SAME
k0200j,0,multiple_select,"w1 baseline, all",On what health topics have you recieved counseling (DO NOT READ RESPONSES),SAME,j,The use of zinc for the treatment of diarrhea,SAME
k0200k,0,multiple_select,"w1 baseline, all",On what health topics have you recieved counseling (DO NOT READ RESPONSES),SAME,k,The importance of the whole family participating in newborn care,SAME
k0200l,0,multiple_select,"w1 baseline, all",On what health topics have you recieved counseling (DO NOT READ RESPONSES),SAME,l,Other,SAME
k0300a,0,multiple_select,"w1 baseline, all",From whom have you received counseling on any of these topics?,SAME,a,Doctor,SAME
k0300b,0,multiple_select,"w1 baseline, all",From whom have you received counseling on any of these topics?,SAME,b,Nurse,SAME
k0300c,0,multiple_select,"w1 baseline, all",From whom have you received counseling on any of these topics?,SAME,c,Nurse assistant,SAME
k0300d,0,multiple_select,"w1 baseline, all",From whom have you received counseling on any of these topics?,SAME,d,Community Health Worker,SAME
k0300e,0,multiple_select,"w1 baseline, all",From whom have you received counseling on any of these topics?,SAME,e,AIN-C monitor,SAME
k0300f,0,multiple_select,"w1 baseline, all",From whom have you received counseling on any of these topics?,SAME,f,Family health team member (ESFAM),SAME
k0300g,0,multiple_select,"w1 baseline, all",From whom have you received counseling on any of these topics?,SAME,g,Midwife,SAME
k0300h,0,multiple_select,"w1 baseline, all",From whom have you received counseling on any of these topics?,SAME,h,ACC,SAME
k0300i,0,multiple_select,"w1 baseline, all",From whom have you received counseling on any of these topics?,SAME,i,Other,SAME
l8888,0,intro,"w1 baseline, all","And finally, we would like to ask you some questions about your household:",SAME,missing,missing,missing
l0100,0,integer,"w1 baseline, all",How many children under the age of 12 live in this household?,SAME,missing,missing,missing
l0200,0,integer,"w1 baseline, all",How many girls?,SAME,missing,missing,missing
l0300,0,integer,"w1 baseline, all",How many boys?,SAME,missing,missing,missing
l0400,0,multiple_choice,"w1 baseline, all",Where does the water you and the members of your household use to drink and cook with come from?,SAME,"1, 10, 11, 2, 3, 4, 5, 6, 7, 8, 9","Well with tube, bottle water, Other, Dug well (proctected), Dug well (unprotected), Water from spring (protected), Water from spring (unproctected), Rainwater, Tanker truck, Cart with small tank, Surface water (river/dam/lake/pond/stream/canal/irrigation channel)",SAME
l0500,0,multiple_choice,"w1 baseline, all",Please show me where members of your household most often wash their hands.,SAME,"1, 2, 3","Observed, water available, Observed, water not available, Not observed",SAME
l0600,0,multiple_choice,"w1 baseline, all","SURVEYOR: IS A CLEANING AGENT OBSERVED IN THE HANDWASHING LOCATION (SOAP, DETERGENT IN BAR, PASTE, LIQUID OR POWDER)?",SAME,"1, 2","Yes, No",SAME
l0700,0,multiple_choice,"w1 baseline, all",What kind of toilet facility do members of your family typically use?,SAME,"1, 2, 3, 4, 5, 6","Flush toilet, Septic latrine, Composting toilet, Bucket toilet, No facility (outdoors), No facility (other home/establishment)",SAME
l0800,0,multiple_choice,"w1 baseline, all",Do you share this toilet with other households?,SAME,"1, 2","Yes, No",SAME
l0900a,0,multiple_select,"w1 baseline, all",Does your household have...?,SAME,a,Electricity,SAME
l0900b,0,multiple_select,"w1 baseline, all",Does your household have...?,SAME,b,Radio,SAME
l0900c,0,multiple_select,"w1 baseline, all",Does your household have...?,SAME,c,Television,SAME
l0900d,0,multiple_select,"w1 baseline, all",Does your household have...?,SAME,d,Cell/mobile phone,SAME
l0900e,0,multiple_select,"w1 baseline, all",Does your household have...?,SAME,e,Non-mobile phone,SAME
l0900f,0,multiple_select,"w1 baseline, all",Does your household have...?,SAME,f,Refrigerator,SAME
l0900g,0,multiple_select,"w1 baseline, all",Does your household have...?,SAME,g,None of the above,SAME
l1000,0,multiple_choice,"w1 baseline, all","In your home, is food cooked in a stove or a furnace/firebox ?",SAME,"1, 2, 3, 4, 5","Stove, Furnace/firebox with a chimney, Furnace/firebox without a chimney, None (there is no stove/firebox), Other",SAME
l1100,0,multiple_choice,"w1 baseline, all",What type of fuel does your household mainly use for cooking?,SAME,"1, 2, 3, 4, 5, 6, 7","Electricity, Gas (cylinder), Wood, Keronsene, Charcoal, None, Other",SAME
l1200,0,multiple_choice,"w1 baseline, all",Do you have a separate room in the house that is used as the kitchen?,SAME,"1, 2","Yes, No",SAME
l1300,0,multiple_choice,"w1 baseline, all",What is the main material of the floor? Surveyor should observe then mark the correct response,SAME,"1, 2, 3, 4, 5, 6, 7","Earth/sand, Wood, Ceramic, Tiles, Mud bricks, Cement, Other",SAME
l1400,0,multiple_choice,"w1 baseline, all",Are there windows in the house? Surveyor should observe then mark the correct response,SAME,"1, 2, 3, 4, 5","Yes, glass windows, Yes, unfinished windows, Yes, wooden windows, Yes, metal windows, There aren't windows",SAME
l1500,0,multiple_choice,"w1 baseline, all",What is the main material of the walls? Surveyor should observe then mark the correct response,SAME,"1, 2, 3, 4, 5, 6, 7, 8, 9","Cane/palm/trunks, Clay/uncovered adobe/mud, Discarded materials, Wood (unpolished), Wood (polished), Cement blocks, Clay bricks, There are no walls, Other",SAME
l1600,0,multiple_choice,"w1 baseline, all",What is the main material of the roof?,SAME,"1, 2, 3, 4, 5, 6, 7, 8","Thatch/palm leaf, Metal (aluminum/zinc sheets), Clay tiles, Wood planks, Plastic sheets/tiles, No roof, Concrete/concrete tiles, Other",SAME
l1700,0,integer,"w1 baseline, all",How many rooms in this household are used for sleeping?,SAME,missing,missing,missing
m8888,0,intro,"w1 baseline, all","For this next section, we will ask you to show us your folic acid supplements and pregnancy and vaccination cards, but only if this applies to you so that we can take photos of them. ",,missing,missing,missing
m0200,0,multiple_choice,"w1 baseline, all",Can you can show me the folic acid supplements?,,"1, 2","Yes, No",missing
m0300,0,multiple_choice,"w1 baseline, w2 baseline",IS THE RESPONDENT CURRENTLY PREGNANT?,,"1, 2","Yes, No",missing
m0400,0,image,"w1 baseline, all",Can you show me your pregnancy card for your current pregnancy?,,missing,missing,missing
m0500,0,multiple_choice,"w1 baseline, w2 baseline",IS THE RESPONDENT'S YOUNGEST CHILD UNDER AGE 5 (ALIVE OR NOT),,"1, 2","Yes, No",missing
m0600,0,image,"w1 baseline, w2 baseline, w3 baseline",Can you show the pregnancy card for your youngest child?,,missing,missing,missing
m0700,0,image,"w1 baseline, w2 baseline, w3 baseline","Now, can you show me your youngest child's vaccination card?",,missing,missing,missing
c1810,0,multiple_choice,all,How safe do you feel walking alone in your village during the day?,SAME,"1, 2, 3","Safe, A little unsafe, Unsafe",SAME
c1820,0,multiple_choice,all,How safe do you feel walking alone in your village at night?,SAME,"1, 2, 3","Safe, A little unsafe, Unsafe",SAME
e0210,0,relationship,w2,What is the name of your spouse/partner? ,SAME,missing,missing,missing
f0010,0,multiple_choice,"w2, w3",You did not report having any children last time we met. Have you given birth to a live child since we last spoke to you?,You did not report having any children last time we met. Has a woman given birth to a live child of yours since we last spoke to you?,"1, 2","Yes, No","Yes, No"
f0020,0,multiple_choice,"w2, w3","Last time we met, you told us [BH005] was your youngest child (whether that child is still alive or not). Have you given birth to a live child since [BH005] was born?","Last time we met, you told us [BH005] was your youngest child (whether that child is still alive or not).  Have you fathered another child that was born alive since [BH005] was born?","1, 2","Yes, No","Yes, No"
f0030,0,integer,"w2, w3",How many times have you given birth to a living child during this time?,How many times have you fathered a living child during this time?,missing,missing,missing
f0710,0,multiple_choice,"w2, w3",Have you had a pregnancy that miscarried or given birth to a child who wasn't alive since we last spoke to you?,,"1, 2","Yes, No",missing
f8885,0,intro,"w2, w3",I will now ask you a series of detailed questions surrounding each of the live birth(s) you've had since we last spoke to you.,I will now ask you a series of detailed questions surrounding each of the birth(s) of the children you have fathered since we last spoke to you:,missing,missing,missing
f0910,0,roster,"w2, w3","Please tell me the names of each of the children born alive since we last spoke to you. (FOR WOMEN WHO REPORTED CHILDREN PREVIOUSLY: ALL THE CHILDREN BORN AFTER [BH005], LISTED OLDEST TO YOUNGEST).","Can you please list the names of all the children you've fathered since we last spoke to you? (For someone who has reported children previously, all of the children younger than [BH005], listed oldest to youngest).",missing,missing,missing
f8886,1,intro,"w2, w3",I will now ask you questions about [NEW CHILD X].,SAME,missing,missing,missing
f1710,1,text,all,What was the cause of [NEW CHILD X]'s death?,SAME,missing,missing,missing
f2301,1,multiple_choice,all,Did you sell an animal (such as a chicken or pig) in preparation for the birth?,SAME,"1, 2","Yes, No",SAME
f7410,1,integer,all,"How many months after the birth of [NEW CHILD X] did your period return? IF IT HAS NOT RETURNED, PLEASE ENTER 00",,missing,missing,missing
i3500,0,multiple_choice,all,How much do you think having anemia can affect an adult’s daily life activities?,SAME,"1, 2, 3, 4","Not at all
, A little bit, Somewhat, Very much",SAME
i3600,0,multiple_choice,all,How much do you think having anemia can affect a child’s daily life activities?,SAME,"1, 2, 3, 4","Not at all
, A little bit, Somewhat, Very much",SAME
i3700a,0,multiple_select,all,What do you think are the main symptoms experienced by someone with anemia? Do not read responses.,SAME,a,Fatigue/Tiredness,SAME
i3700b,0,multiple_select,all,What do you think are the main symptoms experienced by someone with anemia? Do not read responses.,SAME,b,Loss of appetite,SAME
i3700c,0,multiple_select,all,What do you think are the main symptoms experienced by someone with anemia? Do not read responses.,SAME,c,Headaches,SAME
i3700d,0,multiple_select,all,What do you think are the main symptoms experienced by someone with anemia? Do not read responses.,SAME,d,Pallor,SAME
i3700e,0,multiple_select,all,What do you think are the main symptoms experienced by someone with anemia? Do not read responses.,SAME,e,Inflammation or swelling,SAME
i3700f,0,multiple_select,all,What do you think are the main symptoms experienced by someone with anemia? Do not read responses.,SAME,f,No symptoms,SAME
i3700g,0,multiple_select,all,What do you think are the main symptoms experienced by someone with anemia? Do not read responses.,SAME,g,Other,SAME
13800a,0,multiple_choice,all,What do you think can cause anemia? Do not read responses.,SAME,a,Malnutrition,SAME
13800b,0,multiple_select,all,What do you think can cause anemia? Do not read responses.,SAME,b,Bleeding with period,SAME
13800c,0,multiple_select,all,What do you think can cause anemia? Do not read responses.,SAME,c,Not eating iron-rich food,SAME
i3800d,0,multiple_select,all,What do you think can cause anemia? Do not read responses.,SAME,d,Pregnancy,SAME
i3800e,0,multiple_select,all,What do you think can cause anemia? Do not read responses.,SAME,e,Drinking coffee,SAME
i3800f,0,multiple_select,all,What do you think can cause anemia? Do not read responses.,SAME,f,Frequency of births,SAME
i3800g,0,multiple_select,all,What do you think can cause anemia? Do not read responses.,SAME,g,Not taking vitamins or supplements,SAME
i3800h,0,multiple_select,all,What do you think can cause anemia? Do not read responses.,SAME,h,Other,SAME
i3900a,0,multiple_select,all,"What should be done or taken to prevent or treat anemia, in children or adults? Do not read responses",SAME,a,Eat more beans,SAME
i3900b,0,multiple_choice,all,"What should be done or taken to prevent or treat anemia, in children or adults? Do not read responses",SAME,b,"Eat more meat (chicken, beef, pork)",SAME
i3900c,0,multiple_select,all,"What should be done or taken to prevent or treat anemia, in children or adults? Do not read responses",SAME,c,Eat green vegetables,SAME
i3900d,0,multiple_select,all,"What should be done or taken to prevent or treat anemia, in children or adults? Do not read responses",SAME,d,Take iron supplements,SAME
i3900e,0,multiple_select,all,"What should be done or taken to prevent or treat anemia, in children or adults? Do not read responses",SAME,e,Take vitamins,SAME
i3900f,0,multiple_select,all,"What should be done or taken to prevent or treat anemia, in children or adults? Do not read responses",SAME,f,Drink milk,SAME
i3900g,0,multiple_select,all,"What should be done or taken to prevent or treat anemia, in children or adults? Do not read responses",SAME,g,Seek medical attention,SAME
i3900h,0,multiple_select,all,"What should be done or taken to prevent or treat anemia, in children or adults? Do not read responses",SAME,h,Nothing,SAME
i3900i,0,multiple_select,all,"What should be done or taken to prevent or treat anemia, in children or adults? Do not read responses",SAME,i,Other,SAME
i4100,0,multiple_choice,all,"If you had anemia, would you feel embarrassed or ashamed?",SAME,"1, 2, 3, 4","Not at all, A little bit, Somewhat, Very much",SAME
i4200,0,multiple_choice,all,"If an adult in this community were to experience anemia would people in this community see it as good, bad, or neither?",SAME,"1, 2, 3","Good, Bad, Neither",SAME
i4300,0,multiple_choice,all,"If a child in this community were experiencing anemia, would people see if as good, bad or neither?",SAME,"1, 2, 3","Good, Bad, Neither",SAME
i4400,0,multiple_choice,all,"If there was salt that is fortified with iron available to buy but it cost 5 Lempiras a pound, 1 Lempira more than regular salt, would you buy it?",SAME,"1, 2","Yes, No",SAME
l0010,0,integer,all,How many people over the age of 12 live in this household?,SAME,missing,missing,missing
m0800,0,image,"w2, w3",Can you show the pregnancy card for the child that was born since the last time we interviewed you?  SURVEYOR: START WITH THE ELDEST CHILD IF THIS WOMAN HAS HAD MORE THAN ONE CHILD SINCE LAST INTERVIEW,,missing,missing,missing
m0810,0,image,"w2, w3",Can you show the pregnancy card for another child that was born since the last time we interviewed you? ,,missing,missing,missing
m0820,0,image,"w2, w3",Can you show the pregnancy card for this other child that was born since the last time we met? ,,missing,missing,missing
m0830,0,image,"w2, w3",Can you show the pregnancy card for this other child that was born since the last time we met? ,,missing,missing,missing
m0900,0,image,"w2, w3","Now, can you show me the vaccination card for this child? ",,missing,missing,missing
m0910,0,image,"w2, w3","Now, can you show me the vaccination card for this child? ",,missing,missing,missing
m0920,0,image,"w2, w3","Now, can you show me the vaccination card for this child? ",,missing,missing,missing
m0930,0,image,"w2, w3","Now, can you show me the vaccination card for this child? ",,missing,missing,missing
m1000,0,image,w2,"Last time we met, we were unable to capture a clear photo of your youngest child's [BH005] birth card. Can you show me [BH005]'s birth card?",,missing,missing,missing
m1100,0,image,w2,"Last time we met, we were unable to capture a clear photo of your youngest child's [BH005] vaccination card. Can you show me [BH005]'s vaccination card?",,missing,missing,missing
n0100,0,multiple_choice,all,"Agradecemos mucho su participación en la encuesta. Para nuestro estudio es muy importante aprender más sobre su salud y la salud de sus hijos recién nacidos. Por esta razón, nos gustaría pedirle permiso para obtener información relacionada con su salud  y la salud de sus hijos que se encuentran dentro de sus expedientes de parto y salud posnatal en su unidad de salud. El tipo de información a recolectarse puede ser su presión arterial, la talla y peso del bebe al nacer, o si hubo alguna complicación durante el parto, etc.  Recuerde que su consentimiento es completamente voluntario y decidir no dar su permiso no afectara su participación en el estudio de ninguna manera. Para proteger su información de salud, seguiremos los mismos pasos de seguridad que usamos para proteger la información que usted nos ha dado a través de la encuesta: Esto quiere decir que toda la información que recolectemos de sus expedientes serán confidencial o secreta. Su nombre o información personal jamás aparecerán en ningún informe y nunca serán compartidas con personas que no son parte del equipo del estudio. Toda su información se mantendrá bajo llave y segura en las computadoras del estudio. Sólo nuestro equipo de investigación tendrá acceso a su información.  Nos da permiso para recolectar información de su salud y la salud de sus hijos dentro de sus expedientes de parto y salud posnatal?",SAME,"1, 2","Yes, No",SAME
p8887,0,roster,"w2, w3","When we spoke previously, you told me about these children that were 5 yrs or younger at the time. I will now ask you some questions about their health.","When we spoke previously, you told me about these children that were 5 yrs or younger at the time. I will now ask you some questions about their health.",missing,missing,missing
p8888,1,intro,"w2, w3",I will now ask you questions about [CHILD ROSTER X].,SAME,missing,missing,missing
p0600,1,multiple_choice,"w2, w3",Is [CHILD ROSTER X] alive?,SAME,"1, 2","Yes, No",SAME
p0700,1,multiple_choice,"w2, w3",Is [CHILD ROSTER X] living with you?,SAME,"1, 2","Yes, No",SAME
p0800p1,1,integer,"w2, w3",How old was [CHILD ROSTER X] when he/she died?,SAME,missing,missing,missing
p0800p2,1,multiple_choice,"w2, w3",How old was [CHILD ROSTER X] when he/she died? DID RESPONDENT ANSWER IN...,SAME,"1, 2, 3, 4","Days, Weeks, Months, Years",SAME
p0900,1,text,"w2, w3",What was the cause of [CHILD ROSTER X]'s death?,SAME,missing,missing,missing
p1000,1,multiple_choice,"w2, w3",Has [CHILD ROSTER X] had diarrhea in the last 4 weeks?,Has [CHILD ROSTER X] had diarrhea in the last 4 weeks?,"1, 2","Yes, No","Yes, No"
p1100,1,multiple_choice,"w2, w3",Was there blood in the stools?,SAME,"1, 2","Yes, No",SAME
p1200,0,multiple_choice,"w2, w3","I'd like to know how much that [CHILD ROSTER X] was given to drink during the diarrhea (including breastmilk). Was he/she given less than usual to drink, about the same amount or more than usual to drink?
 IF LESS, PROBE: was he/she given much less than usual to drink or somewhat less?","I'd like to know how much that [CHILD ROSTER X] was given to drink during the diarrhea (including breastmilk). Was he/she given less than usual to drink, about the same amount or more than usual to drink?
 IF LESS, PROBE: was he/she given much less than usual to drink or somewhat less?","1, 2, 3, 4, 5","Much less, Somewhat less, About the same, More, Nothing to drink","Much less, Somewhat less, About the same, More, Nothing to drink"
p1300,1,multiple_choice,"w2, w3","When [CHILD ROSTER X]  had diarrhea, was he/she given less than usual to eat, about the same amount, more than usual, or nothing to eat?
 IF LESS, PROBE: Was he/she given much less than usual to eat or somewhat less?",SAME,"1, 2, 3, 4, 5","Much less, Somewhat less, About the same, More, Nothing to eat",SAME
p1400,1,multiple_choice,"w2, w3",Did you seek advice or treatment for the diarrhea from any source? IF YES: Where did you first seek advice or treatment? DO NOT READ RESPONSES,SAME,"0, 1, 2, 3, 4, 5, 6, 7, 8, 9","No, Doctor or nurse (local health center), Doctor or nurse (other health unit), Health promoter, Pharmacy, Relatives or friends, Midwife, Hospital, missing, Health monitor","SAME, missing"
p1500a,1,multiple_select,"w2, w3",Was [CHILD ROSTER X]  given any of the following liquids to drink at any time since he/she started having the diarrhea? SURVEYOR: READ RESPONSES,SAME,a,A fluid made from a special packet called ORS or LITROSOL?,SAME
p1500b,1,multiple_select,"w2, w3",Was [CHILD ROSTER X]  given any of the following liquids to drink at any time since he/she started having the diarrhea? SURVEYOR: READ RESPONSES,SAME,b,A government-recommended homemade fluid?,SAME
p1500c,1,multiple_select,"w2, w3",Was [CHILD ROSTER X]  given any of the following liquids to drink at any time since he/she started having the diarrhea? SURVEYOR: READ RESPONSES,SAME,c,"Other bottled or commercial liquids (Pedialite, Oralite, Gatorade, etc.)?",SAME
p1500d,1,multiple_select,"w2, w3",Was [CHILD ROSTER X]  given any of the following liquids to drink at any time since he/she started having the diarrhea? SURVEYOR: READ RESPONSES,SAME,d,None of the above,SAME
p1600,1,integer,"w2, w3",For how many days did [CHILD ROSTER X]  drink these liquids?,,missing,missing,missing
p1700a,0,multiple_select,"w2, w3","Was anything else given or done to [CHILD ROSTER X]  to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN","Was anything else given or done to [CHILD ROSTER X]  to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN",a,No,No
p1700b,0,multiple_select,"w2, w3","Was anything else given or done to [CHILD ROSTER X]  to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN","Was anything else given or done to [CHILD ROSTER X]  to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN",b,Antibiotic (pill/syrup/injection),Antibiotic (pill/syrup/injection)
p1700c,0,multiple_select,"w2, w3","Was anything else given or done to [CHILD ROSTER X]  to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN","Was anything else given or done to [CHILD ROSTER X]  to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN",c,Zinc (pill or syrup),Zinc (pill or syrup)
p1700d,0,multiple_select,"w2, w3","Was anything else given or done to [CHILD ROSTER X]  to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN","Was anything else given or done to [CHILD ROSTER X]  to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN",d,Anti-diarrhea medication (pill or syrup),Anti-diarrhea medication (pill or syrup)
p1700e,0,multiple_select,"w2, w3","Was anything else given or done to [CHILD ROSTER X]  to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN","Was anything else given or done to [CHILD ROSTER X]  to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN",e,Home remedy/herbal medicine,Home remedy/herbal medicine
p1700f,0,multiple_select,"w2, w3","Was anything else given or done to [CHILD ROSTER X]  to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN","Was anything else given or done to [CHILD ROSTER X]  to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN",f,Laxative,Laxative
p1700g,0,multiple_select,"w2, w3","Was anything else given or done to [CHILD ROSTER X]  to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN","Was anything else given or done to [CHILD ROSTER X]  to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN",g,De-worming medicine,De-worming medicine
p1700h,0,multiple_select,"w2, w3","Was anything else given or done to [CHILD ROSTER X]  to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN","Was anything else given or done to [CHILD ROSTER X]  to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN",h,Chupon,Chupon
p1700i,0,multiple_select,"w2, w3","Was anything else given or done to [CHILD ROSTER X]  to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN","Was anything else given or done to [CHILD ROSTER X]  to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN",i,Massage,Massage
p1700j,0,multiple_select,"w2, w3","Was anything else given or done to [CHILD ROSTER X]  to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN","Was anything else given or done to [CHILD ROSTER X]  to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN",j,Stop eating foods,Stop eating foods
p1700k,0,multiple_select,"w2, w3","Was anything else given or done to [CHILD ROSTER X]  to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN","Was anything else given or done to [CHILD ROSTER X]  to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN",k,Stop taking liquids,Stop taking liquids
p1700l,0,multiple_select,"w2, w3","Was anything else given or done to [CHILD ROSTER X]  to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN","Was anything else given or done to [CHILD ROSTER X]  to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN",l,Give extra food,Give extra food
p1700m,0,multiple_select,"w2, w3","Was anything else given or done to [CHILD ROSTER X]  to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN","Was anything else given or done to [CHILD ROSTER X]  to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN",m,Give extra liquids,Give extra liquids
p1700n,0,multiple_select,"w2, w3","Was anything else given or done to [CHILD ROSTER X]  to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN","Was anything else given or done to [CHILD ROSTER X]  to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN",n,Other,Other
p1800,0,multiple_choice,"w2, w3",Was [CHILD ROSTER X]  given zinc pills or syrup to help with the treatment of his/her diarrhea?,Was [CHILD ROSTER X]  given zinc pills or syrup to help with the treatment of his/her diarrhea?,"1, 2","Yes, No","Yes, No"
p1900,0,integer,"w2, w3",For how many days was [CHILD ROSTER X]  given zinc?,For how many days was [CHILD ROSTER X]  given zinc?,missing,missing,missing
p2000,1,multiple_choice,"w2, w3",Has [CHILD ROSTER X]  been ill with a fever at any time in the last 4 weeks?,Has [CHILD ROSTER X]  been ill with a fever at any time in the last 4 weeks?,"1, 2","Yes, No","Yes, No"
p2100,1,multiple_choice,"w2, w3",Has [CHILD ROSTER X]  had an illness with a cough at any time in the last 4 weeks?,Has [CHILD ROSTER X]  had an illness with a cough at any time in the last 4 weeks?,"1, 2","Yes, No","Yes, No"
p2200,1,multiple_choice,"w2, w3","When [CHILD ROSTER X]  had an illness with a cough, did he/she breathe faster than usual with short, rapid breaths?","When [CHILD ROSTER X]  had an illness with a cough, did he/she breathe faster than usual with short, rapid breaths?","1, 2","Yes, No","Yes, No"
p2300,1,multiple_choice,"w2, w3","When [CHILD ROSTER X]  had an illness with a cough, did he/she have difficulty breathing?","When [CHILD ROSTER X]  had an illness with a cough, did he/she have difficulty breathing?","1, 2","Yes, No","Yes, No"
p2400,1,multiple_choice,"w2, w3","I'd like to know how much [CHILD ROSTER X]  was given to drink during the illness with a cough. Was he/she given less than usual to drink, about the same amount or more than usual to drink?
 IF LESS, PROBE: was he/she given much less than usual to drink or somewhat less?","I'd like to know how much [CHILD ROSTER X]  was given to drink during the illness with a cough. Was he/she given less than usual to drink, about the same amount or more than usual to drink?
 IF LESS, PROBE: was he/she given much less than usual to drink or somewhat less?","1, 2, 3, 4, 5","Much less, Somewhat less, About the same, More, Nothing to drink","Much less, Somewhat less, About the same, More, Nothing to drink"
p2500,1,multiple_choice,"w2, w3","When [CHILD ROSTER X]  had the illness with cough, was he/she given less than usual to eat, about the same amount, more than usual, or nothing to eat? IF LESS, PROBE: was he/she given much less than usual to eat or somewhat less?","When [CHILD ROSTER X]  had the illness with cough, was he/she given less than usual to eat, about the same amount, more than usual, or nothing to eat? IF LESS, PROBE: was he/she given much less than usual to eat or somewhat less?","1, 2, 3, 4, 5","Much less, Somewhat less, About the same, More, Nothing to eat","Much less, Somewhat less, About the same, More, Nothing to eat"
